"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19";"V20";"V21";"V22";"V23";"V24";"V25";"V26";"V27";"V28"
"K11";"01";"";"1321463";"";"";"";"";"1437867";"";"19991121";"CH120004291777";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1752861";"";"";"";"";"1506785";"";"20010113";"CH120004289293";"FT";"1";"";"";"";"";"";"";"";"36";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1025071";"";"20000407";"CH120001756484";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1317534";"";"20000831";"CH120001649861";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1318432";"";"";"";"";"1318432";"";"20001224";"CH120001650539";"LI";"1";"";"";"";"";"";"";"";"42";"";"";"";"";"";"0"
"K11";"01";"";"1036626";"";"";"";"";"1318432";"";"20010101";"CH120001650546";"FT";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1419306";"";"20010111";"CH120001778011";"FT";"2";"";"";"";"";"";"";"";"23";"";"";"";"";"";"0"
"K11";"01";"";"1237221";"";"";"";"";"1237221";"";"20000928";"CH120001614968";"FT";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"";"";"19991001";"CH120001752417";"KR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1642872";"";"";"";"";"1091168";"";"20000220";"CH120001668336";"BR";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1442762";"CH713378089219";"FT";"";"";"1442762";"";"20010125";"CH120004646171";"FT";"2";"";"CH712528074242";"FT";"";"";"";"";"47";"";"";"";"";"";"0"
"K11";"01";"";"1655247";"";"";"";"";"1655247";"";"20000113";"CH120004781360";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1062434";"CH900001985080";"BR";"";"";"1062434";"";"20010630";"CH120004913051";"KR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1249095";"";"";"";"";"1575170";"";"20000629";"CH120004756054";"BR";"2";"";"";"";"";"";"";"";"42";"";"";"";"";"";"0"
"K11";"01";"";"1303841";"";"";"";"";"1773620";"";"19991227";"CH120004781216";"BR";"2";"";"";"";"";"";"";"";"41";"";"";"";"";"";"0"
"K11";"01";"";"1116311";"";"";"";"";"1116311";"";"20000106";"CH120004783210";"BR";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1295818";"";"";"";"";"1322538";"";"20000330";"CH120000002681";"AN";"2";"";"";"";"";"";"";"";"30";"";"";"";"";"";"0"
"K11";"01";"";"1718690";"";"";"";"";"1198249";"";"20000314";"CH120003997823";"LI";"2";"";"";"";"";"";"";"";"35";"";"";"";"";"";"0"
"K11";"01";"";"1020724";"";"";"";"";"1098488";"";"20000124";"CH120003782283";"BR";"2";"";"";"";"";"";"";"";"46";"";"";"";"";"";"0"
"K11";"01";"";"1363975";"";"";"";"";"1363975";"";"20001015";"CH120004004834";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1333527";"";"";"";"";"1513264";"";"20000117";"CH120003800352";"LI";"2";"";"";"";"";"";"";"";"35";"";"";"";"";"";"0"
"K11";"01";"";"1461619";"";"";"";"";"1440508";"";"20000223";"CH120003806248";"FT";"2";"2";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1575637";"";"";"";"";"1575552";"";"20000216";"CH120003933401";"HF";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1144604";"";"";"";"";"1230178";"";"19991214";"CH120004120374";"BR";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1185874";"";"";"";"";"";"";"19960707";"CH120002206759";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1258509";"";"";"";"";"1258509";"";"20000224";"CH120002338634";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1146974";"";"";"";"";"";"";"19990625";"CH120002322022";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1602425";"";"";"";"";"1602425";"";"20000310";"CH120001982395";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1214352";"";"";"";"";"1214352";"";"20000318";"CH120002197026";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1290325";"";"";"";"";"1290325";"";"20000813";"CH120002321704";"AN";"2";"";"";"";"";"";"";"";"35";"";"";"";"";"";"0"
"K11";"01";"";"1319897";"";"";"";"";"";"";"19991001";"CH120000223819";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1421514";"";"";"";"";"1421514";"";"19991021";"CH120000000083";"FT";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1312065";"";"";"";"";"1312065";"";"20010531";"CH120000136331";"FT";"2";"";"";"";"";"";"";"";"48";"";"";"";"";"";"0"
"K11";"01";"";"1129724";"";"";"";"";"1547221";"";"19970101";"CH120000108741";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1678925";"";"";"";"";"";"";"20000126";"CH120000224700";"FT";"2";"";"";"";"";"";"";"";"48";"";"";"";"";"";"0"
"K11";"01";"";"1255249";"";"";"";"";"1255249";"";"20000101";"CH120000112854";"BR";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1696691";"";"";"";"";"1696691";"";"20000706";"CH120000180839";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1184273";"";"";"";"";"1493443";"";"20001112";"CH120000131251";"FT";"2";"2";"";"";"";"";"";"";"49";"";"";"";"";"";"0"
"K11";"01";"";"1190663";"";"";"";"";"1190663";"";"20000121";"CH120003806996";"BR";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1234800";"";"";"";"";"1234800";"";"19991130";"CH120004216336";"BR";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1663341";"";"";"";"";"";"";"19991001";"CH120004023361";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1516425";"";"";"";"";"1516425";"";"20010409";"CH120003789886";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1266962";"CH712164056183";"FT";"";"";"1399936";"";"20010227";"CH120003768782";"FT";"1";"";"";"";"";"";"";"";"35";"";"";"";"";"";"0"
"K11";"01";"";"1144390";"";"";"";"";"1731347";"";"20010108";"CH120003824662";"FT";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1745030";"";"";"";"";"1745061";"";"20000917";"CH120003824952";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1613278";"CH110137140011";"BR";"";"";"1704587";"";"20001114";"CH120002209897";"BR";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1359183";"";"";"";"";"1591071";"";"19991205";"CH120003697426";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1198027";"";"";"";"";"1198027";"";"19991211";"CH120003469313";"BR";"2";"";"";"";"";"";"";"";"34";"";"";"";"";"";"0"
"K11";"01";"";"1242966";"";"";"";"";"1242966";"";"19991120";"CH120003470517";"HF";"2";"";"";"";"";"";"";"";"30";"";"";"";"";"";"0"
"K11";"01";"";"2127538";"";"";"";"";"1382464";"";"19991201";"CH120002642755";"SI";"2";"";"";"";"";"";"";"";"48";"";"";"";"";"";"0"
"K11";"01";"";"1347555";"CH712425076929";"FT";"";"";"1479607";"";"20001017";"CH120002642861";"FT";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1267266";"";"";"";"";"1267266";"";"20001023";"CH120003381998";"FT";"2";"";"";"";"";"";"";"";"35";"";"";"";"";"";"0"
"K11";"01";"";"1349061";"";"";"";"";"";"";"19991001";"CH120003524289";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1481891";"";"";"";"";"1435900";"";"19991202";"CH120001754619";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1017106";"CH110180126567";"BR";"";"";"1017106";"";"20000904";"CH120003022976";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1540437";"";"";"";"";"1540437";"";"20000302";"CH120004116100";"FT";"2";"";"";"";"";"";"";"";"44";"";"";"";"";"";"0"
"K11";"01";"";"1327472";"";"";"";"";"1327472";"";"20010610";"CH120003883652";"FT";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1055528";"";"";"";"";"1056815";"";"20001115";"CH120004092053";"BR";"2";"";"";"";"";"";"";"";"42";"";"";"";"";"";"0"
"K11";"01";"";"1293685";"";"";"";"";"1293685";"";"20001123";"CH120004119873";"FT";"2";"";"";"";"";"";"";"";"48";"";"";"";"";"";"0"
"K11";"01";"";"1021790";"CH111274008844";"BR";"";"";"1291216";"";"20010301";"CH120003050498";"BR";"2";"";"CH110471141965";"BR";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1363685";"";"";"";"";"1310085";"";"20000524";"CH120003600570";"HF";"2";"2";"CH310160220104";"HF";"";"";"";"";"36";"";"";"";"";"";"0"
"K11";"01";"";"1115796";"";"";"";"";"1722819";"";"20000913";"CH120003620288";"FT";"2";"";"CH718015067445";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1058321";"CH120004664199";"BR";"";"";"1058321";"";"20031015";"CH120004664373";"BR";"2";"";"CH110043090653";"BR";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1265804";"CH718330034559";"FT";"";"";"1265804";"";"20000910";"CH120004497155";"FT";"2";"2";"CH714930044233";"FT";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1013160";"";"";"";"";"1013160";"";"20001206";"CH120004691621";"BR";"2";"";"CH110064093725";"";"";"";"";"";"38";"";"";"";"";"";"0"
"K11";"01";"";"1242249";"CH110028067489";"BR";"";"";"1242249";"";"20010614";"CH120004791055";"KR";"1";"";"CH900000726622";"LI";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1465143";"";"";"";"";"1465143";"";"20001008";"CH120003873226";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1521092";"CH714891064011";"FT";"";"";"1521092";"";"20000228";"CH120004258046";"FT";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1255621";"";"";"";"";"1495843";"";"20000121";"CH120004079962";"HF";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1011845";"";"";"";"";"";"";"19960501";"CH120004339677";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1233001";"";"";"";"";"1233001";"";"19991201";"CH120004429019";"AN";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1233001";"";"";"";"";"";"";"";"CH120004429507";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1559064";"";"20001006";"CH120001773092";"FT";"2";"";"";"";"";"";"";"";"51";"";"";"";"";"";"0"
"K11";"01";"";"1607000";"";"";"";"";"1607000";"";"20000403";"CH120001641957";"HF";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1183368";"";"";"";"";"1185218";"";"20000330";"CH120001675181";"BR";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1183368";"";"";"";"";"1185218";"";"20000622";"CH120001675259";"FT";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1185218";"";"";"";"";"1185218";"";"20000905";"CH120001675327";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1638486";"";"";"";"";"";"";"19991001";"CH120001675877";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1638486";"";"";"";"";"";"";"19991001";"CH120001675891";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"";"";"19931104";"CH120001677208";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1661231";"";"20001101";"CH120001586722";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1385694";"";"20010113";"CH120003882204";"FT";"2";"";"";"";"";"";"";"";"35";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1315585";"";"20001003";"CH120003971892";"FT";"2";"";"";"";"";"";"";"";"39";"";"";"";"";"";"0"
"K11";"01";"";"1665673";"";"";"";"";"1413861";"";"19991228";"CH120001974413";"FT";"1";"";"";"";"";"";"";"";"47";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"";"";"19991001";"CH120001815365";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1295498";"";"20001015";"CH120001715412";"FT";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1068955";"";"";"";"";"";"";"19991001";"CH120001938804";"AN";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1146042";"CH110265118821";"BR";"";"";"1146042";"";"20000920";"CH120001932321";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"CH110418070945";"BR";"";"";"1069808";"";"20000824";"CH120001977728";"BR";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"";"";"19991001";"CH120004074240";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1768916";"";"";"";"";"1768916";"";"20000817";"CH120004335945";"FT";"2";"";"";"";"";"";"";"";"42";"";"";"";"";"";"0"
"K11";"01";"";"1690897";"";"";"";"";"1690897";"";"19991228";"CH120004837463";"FT";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1101959";"";"20000221";"CH120004916618";"BR";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1266931";"";"";"";"";"1458015";"";"19991206";"CH120004843815";"HR";"2";"";"";"";"";"";"";"";"39";"";"";"";"";"";"0"
"K11";"01";"";"1101515";"";"";"";"";"1427370";"";"20001226";"CH120004841835";"FT";"1";"";"";"";"";"";"";"";"38";"";"";"";"";"";"0"
"K11";"01";"";"1209174";"";"";"";"";"1151114";"";"20000604";"CH120004906695";"BR";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1053180";"";"";"";"";"1053180";"";"20000806";"CH120004915499";"XX";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1588316";"";"";"";"";"1588316";"";"20000502";"CH120004784675";"BR";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1155266";"";"20000313";"CH120004894572";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"1467574";"";"20010120";"CH120004908620";"FT";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1554489";"";"";"";"";"";"";"19991001";"CH120004836664";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1087437";"";"";"";"";"1453102";"";"20000408";"CH120004778971";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1310962";"CH712583064851";"FT";"";"";"1310962";"";"20010119";"CH120002435616";"FT";"2";"";"CH714800037525";"";"";"";"";"";"38";"";"";"";"";"";"0"
"K11";"01";"";"1042108";"CH111506030346";"BR";"";"";"1042108";"";"20001019";"CH120001975724";"BR";"2";"";"CH111752019423";"BR";"";"";"";"";"36";"";"";"";"";"";"0"
"K11";"01";"";"1667714";"";"";"";"";"1689358";"";"20000110";"CH120004413001";"BR";"2";"";"";"";"";"";"";"";"48";"";"";"";"";"";"0"
"K11";"01";"";"1744101";"";"";"";"";"1744101";"";"20000508";"CH120004289712";"FT";"2";"";"";"";"";"";"";"";"41";"";"";"";"";"";"0"
"K11";"01";"";"1374889";"";"";"";"";"";"";"19991001";"CH120004072550";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1122855";"";"";"";"";"1318432";"";"20000727";"CH120001650331";"FT";"2";"";"";"";"";"";"";"";"48";"";"";"";"";"";"0"
"K11";"01";"";"1765076";"";"";"";"";"";"";"19991001";"CH120001592013";"AN";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1447583";"";"";"";"";"1447583";"";"20000212";"CH120001585978";"SI";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1691146";"";"";"";"";"1691177";"";"20010121";"CH120001645030";"FT";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1188806";"";"";"";"";"1188806";"";"19990926";"CH120001618119";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1317596";"";"";"";"";"1317596";"";"20001123";"CH120001753544";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1697865";"";"";"";"";"1697865";"";"20000620";"CH120004837753";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1147032";"";"";"";"";"1146080";"";"20000801";"CH120003756659";"BR";"2";"2";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1023251";"CH111511055150";"BR";"";"";"1042641";"";"20001001";"CH120001379225";"BR";"2";"";"";"";"";"";"";"";"35";"";"";"";"";"";"0"
"K11";"01";"";"1266788";"";"";"";"";"";"";"19990210";"CH120001366768";"LI";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1365047";"";"";"";"";"1500486";"";"19991015";"CH120005774071";"HF";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1541243";"";"";"";"";"1541243";"";"19991214";"CH120005865489";"FT";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1501285";"CH310042820224";"HF";"";"";"1501285";"";"20011109";"CH120005835529";"HF";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1153347";"";"";"";"";"1125627";"";"20010131";"CH120005868640";"BR";"2";"";"CH110280248114";"BR";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1577860";"";"";"";"";"1170191";"";"20000127";"CH120005223678";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1730913";"";"";"";"";"";"";"19991001";"CH120004672897";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1381986";"";"";"";"";"";"";"19991001";"CH120004911507";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1697865";"";"";"";"";"1697865";"";"20000218";"CH120004837722";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1597493";"";"";"";"";"1346565";"";"20000424";"CH120004839016";"KR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1016529";"CH111384027674";"BR";"";"";"1016529";"";"20000913";"CH120003199647";"BR";"2";"";"";"";"";"";"";"";"41";"";"";"";"";"";"0"
"K11";"01";"";"1030525";"CH310030204142";"HF";"";"";"1681369";"";"20000111";"CH120003437787";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1640106";"CH120013389083";"HF";"";"";"1639896";"";"20001010";"CH120003341237";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1088625";"CH110121198233";"BR";"";"";"1088625";"";"20001022";"CH120003104771";"BR";"2";"";"";"";"";"";"";"";"40";"";"";"";"";"";"0"
"K11";"01";"";"1643541";"CH110907170767";"BR";"";"";"1616644";"";"20001120";"CH120003333300";"KR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1099959";"CH110521071907";"BR";"";"";"1126594";"";"20000902";"CH120003357511";"BR";"2";"";"";"";"";"";"";"";"41";"";"";"";"";"";"0"
"K11";"01";"";"1753592";"CH310042595535";"HF";"";"";"1722697";"";"20010426";"CH120003284800";"HF";"2";"";"US000022393722";"HF";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1489637";"";"";"";"";"";"";"19950801";"CH120001786597";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1146219";"CH110192223919";"BR";"";"";"1015706";"";"20001105";"CH120005230744";"BR";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1574388";"";"";"";"";"1574388";"";"20000831";"CH120003447922";"BR";"2";"";"";"";"";"";"";"";"43";"";"";"";"";"";"0"
"K11";"01";"";"1249606";"CH712749059646";"FT";"";"";"1416954";"";"20010809";"CH120002880690";"FT";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1517934";"";"";"";"";"1517934";"";"20000205";"CH120003523190";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1687095";"";"";"";"";"";"";"19981122";"CH120003522599";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1504644";"";"";"";"";"1504521";"";"20000907";"CH120003352967";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1306972";"CH310024604064";"HF";"";"";"1306972";"";"20001030";"CH120003401498";"HF";"2";"";"";"";"";"";"";"";"41";"";"";"";"";"";"0"
"K11";"01";"";"1507294";"";"";"";"";"1507294";"";"19991215";"CH120003498160";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1196610";"";"";"";"";"1196610";"";"20000204";"CH120003531249";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1291421";"";"";"";"";"1291421";"";"20000507";"CH120003462611";"KR";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1634556";"";"";"";"";"1300215";"";"20000322";"CH120003528928";"BR";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1586770";"";"";"";"";"";"";"19930514";"CH120001677178";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1613759";"";"";"";"";"1539929";"";"20001119";"CH120001752110";"FT";"2";"";"";"";"";"";"";"";"28";"";"";"";"";"";"0"
"K11";"01";"";"1817898";"CH713538067682";"FT";"";"";"1421842";"";"20010430";"CH120003817848";"KR";"2";"";"";"";"";"";"";"";"50";"";"";"";"";"";"0"
"K11";"01";"";"1491548";"CH310044060376";"HF";"";"";"1491548";"";"20001030";"CH120002969944";"HF";"2";"";"";"";"";"";"";"";"42";"";"";"";"";"";"0"
"K11";"01";"";"1765724";"CH310083995523";"HF";"";"";"1765724";"";"20000818";"CH120003822040";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1599046";"";"";"";"";"1309065";"";"20000825";"CH120002297313";"FT";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1286885";"CH310007265060";"HF";"";"";"1286885";"";"20001220";"CH120000279786";"HF";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1290448";"";"";"";"";"1290448";"";"20000424";"CH120000100837";"FT";"2";"";"";"";"";"";"";"";"48";"";"";"";"";"";"0"
"K11";"01";"";"1329940";"";"";"";"";"";"";"19991001";"CH120000201824";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1612042";"CH120011633393";"HF";"";"";"1612042";"";"20010630";"CH120000176771";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1123500";"";"";"";"";"1201741";"";"20000311";"CH120000111093";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1500554";"CH310107300036";"HF";"";"";"1500554";"";"20000927";"CH120000249956";"HF";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1776249";"";"";"";"";"";"";"19991001";"CH120000111574";"BR";"2";"";"";"";"";"";"";"";"32";"";"";"";"";"";"0"
"K11";"01";"";"1659498";"";"";"";"";"1454130";"";"20000819";"CH120000087848";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1629996";"";"";"";"";"1632668";"";"20000725";"CH120000137598";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1259322";"";"";"";"";"";"";"19981101";"CH120003846473";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1755435";"";"";"";"";"1473896";"";"20000517";"CH120003804800";"HF";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1090390";"";"";"";"";"";"";"19991001";"CH120004226106";"BR";"2";"";"";"";"";"";"";"";"1";"";"";"";"";"";"0"
"K11";"01";"";"1536188";"";"";"";"";"1536188";"";"20000113";"CH120004239236";"FT";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1522761";"";"";"";"";"1536188";"";"20000119";"CH120004239243";"FT";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1536102";"";"";"";"";"1536188";"";"20001017";"CH120004239458";"FT";"1";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
"K11";"01";"";"1741711";"";"";"";"";"1530759";"";"20010316";"CH120004240195";"LI";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1246094";"";"";"";"";"";"";"19990320";"CH120004308345";"BR";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1361629";"";"";"";"";"";"";"19991001";"CH120004311116";"FT";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"0"
"K11";"01";"";"1527407";"";"";"";"";"1527407";"";"20000616";"CH120004311475";"HF";"2";"";"";"";"";"";"";"";"35";"";"";"";"";"";"0"
"K11";"01";"";"1499810";"";"";"";"";"1499810";"";"20000715";"CH120003947309";"FT";"2";"";"";"";"";"";"";"";"45";"";"";"";"";"";"0"
